timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
1500042129202,0,-300,-6.591796875E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129203,0,-364,-7.998046875E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129203,0,-326,-7.163085937500001E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129204,0,-260,-5.712890625E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129221,0,6,1.318359375E-6,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129223,0,-298,-6.5478515625E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129224,0,-338,-7.426757812499999E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129225,0,-325,-7.14111328125E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129226,0,-266,-5.8447265625E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129227,0,27,5.9326171875000005E-6,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129227,0,-267,-5.86669921875E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129227,0,-311,-6.833496093750001E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129228,0,-273,-5.998535156250001E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129228,0,70,1.5380859375E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129229,0,107,2.35107421875E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129229,0,69,1.51611328125E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129233,0,38,8.349609375E-6,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129233,0,65,1.42822265625E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129233,0,115,2.52685546875E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129234,0,-111,-2.43896484375E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129234,0,97,2.13134765625E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129234,0,37,8.1298828125E-6,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129234,0,52,1.142578125E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129235,0,-125,-2.74658203125E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129235,0,-63,-1.38427734375E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129235,0,-79,-1.7358398437500003E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129235,0,-124,-2.724609375E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129236,0,-123,-2.70263671875E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129236,0,-84,-1.8457031250000004E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129236,0,-53,-1.1645507812500002E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129236,0,-79,-1.7358398437500003E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129237,0,107,2.35107421875E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129237,0,71,1.56005859375E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129237,0,102,2.2412109374999998E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129237,0,-109,-2.39501953125E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129237,0,-112,-2.4609375E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129268,0,82,1.8017578124999998E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129269,0,33,7.2509765625E-6,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129276,0,38,8.349609375E-6,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129277,0,82,1.8017578124999998E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129277,0,84,1.8457031250000004E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129277,0,12,2.63671875E-6,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129278,0,-314,-6.8994140625E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
1500042129278,0,-313,-6.87744140625E-5,40,44,56,563535,85640,16834,2988,19583,6223,2204,2355,Tag0,unknown
