timestampMs,poorSignal,eegRawValue,eegRawValueVolts,attention,meditation,blinkStrength,delta,theta,alphaLow,alphaHigh,betaLow,betaHigh,gammaLow,gammaMid,tagEvent,location
1500041606038,0,-116,-2.548828125E-5,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606038,0,117,2.5708007812499998E-5,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606039,0,74,1.6259765625E-5,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606039,0,71,1.56005859375E-5,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606040,0,96,2.109375E-5,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606040,0,91,1.99951171875E-5,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606041,0,50,1.0986328125E-5,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606041,0,17,3.7353515625000003E-6,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606042,0,38,8.349609375E-6,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606043,0,91,1.99951171875E-5,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606061,0,123,2.70263671875E-5,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606069,0,93,2.04345703125E-5,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606070,0,40,8.7890625E-6,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606071,0,25,5.4931640625E-6,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606071,0,56,1.23046875E-5,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606073,0,87,1.91162109375E-5,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606074,0,71,1.56005859375E-5,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606074,0,29,6.3720703125E-6,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606075,0,29,6.3720703125E-6,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606075,0,69,1.51611328125E-5,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606075,0,112,2.4609375E-5,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606076,0,103,2.26318359375E-5,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606076,0,56,1.23046875E-5,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606076,0,38,8.349609375E-6,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
1500041606077,0,65,1.42822265625E-5,51,90,43,766184,16745197,8363,23346,15452,3671,1791,2159,Tag0,unknown
